Time,X,Y,Z,ItemId
22:51:27.176,-70,85,0,null
22:51:28.853,-61.52378,84.93539,0,null
22:51:29.855,-51.50048,84.93539,0,null
22:51:30.855,-41.49785,84.93539,0,null
22:51:31.857,-31.47961,88.63761,0,null
22:51:32.858,-21.5,88.30286,0,null
22:51:33.860,-26.43789,87.93541,0,null
22:51:34.862,-24.35735,94.63032,0,null
22:51:35.861,-23.55704,97.8902,0,null
22:51:36.863,-21.30584,103.5081,0,null
22:51:37.864,-16.5,103.9725,0,null
22:51:38.867,-12.9591,106.8264,0,null
22:51:39.868,-3.022363,103.9356,0,null
22:51:40.869,6.995167,103.2501,0,null
22:51:41.870,3.620839,101.3782,0,Key
22:51:42.870,6.88566,91.9355,0,Key
