Time,X,Y,Z,ItemId
23:58:26.495,-67.5,86,0,null
23:58:28.222,-67.5,84.93541,0,null
23:58:29.224,-67.5,84.93541,0,null
23:58:30.224,-67.5,84.93541,0,null
23:58:31.226,-67.5,84.93541,0,null
23:58:32.228,-67.5,84.93541,0,null
23:58:33.229,-63.1669,84.93542,0,null
23:58:34.230,-53.15884,87.97073,0,null
23:58:35.232,-44.46076,85.51096,0,null
23:58:36.234,-35.65253,84.93539,0,null
23:58:37.235,-29.5,87.5449,0,null
23:58:38.237,-29.9602,89.17221,0,null
23:58:39.238,-29.5,91.18055,0,null
23:58:40.240,-32.03195,97.42755,0,null
23:58:41.241,-22.90002,102.9239,0,null
23:58:42.241,-16.52506,106.6276,0,null
23:58:43.242,-14.44258,106.9355,0,null
23:58:44.245,-19.73076,113.1606,0,null
23:58:45.246,-25.88945,113.9354,0,null
23:58:46.247,-34.95728,119.4667,0,null
23:58:47.249,-40.87531,122.3855,0,null
23:58:48.249,-50.87567,123.3574,0,null
23:58:49.250,-60.87978,120.5768,0,null
23:58:50.252,-70.89445,121.7303,0,null
23:58:51.253,-80.90893,122.5516,0,null
23:58:52.253,-89.78276,119.9428,0,null
23:58:53.254,-80.73827,121.4629,0,null
23:58:54.256,-70.72095,121.9365,0,null
23:58:55.258,-60.70295,120.8852,0,null
23:58:56.258,-50.69887,120.1441,0,null
23:58:57.261,-40.67384,122.3875,0,null
23:58:58.261,-30.66841,121.4478,0,null
23:58:59.262,-20.66222,114.7515,0,null
23:59:00.261,-16.5,106.6649,0,null
23:59:01.263,-12.72133,108.0874,0,null
23:59:02.264,-2.709537,107.3127,0,null
23:59:03.268,0.5,103.1421,0,null
23:59:04.270,6.538715,102.9356,0,null
23:59:05.271,5.035647,100.8445,0,null
23:59:06.273,7.65535,91.93563,0,null
23:59:07.275,17.67765,89.55863,0,null
23:59:08.275,26,92.33989,0,null
23:59:09.278,26,102.315,0,null
23:59:10.279,26,112.626,0,null
23:59:11.281,26,122.9431,0,null
23:59:12.282,20.30264,119.1411,0,null
23:59:13.283,13.59386,122.9354,0,null
23:59:14.284,3.576289,122.9356,0,null
23:59:15.287,-6.449601,122.9358,0,null
23:59:16.287,-16.4504,122.9354,0,null
23:59:17.287,-20.5,120.6953,0,null
23:59:18.290,-16.5,104.0787,0,null
23:59:19.292,-11.28362,106.5382,0,null
23:59:20.292,-1.281965,104.9357,0,null
23:59:21.295,4.70728,91.93562,0,null
23:59:22.297,14.69575,89.93561,0,null
23:59:23.297,24.69638,90.26201,0,null
23:59:24.298,26,100.3285,0,null
23:59:25.299,26,110.7118,0,null
23:59:26.301,25.16233,120.7617,0,null
23:59:27.302,18.30673,119.9385,0,null
23:59:28.302,11.03838,122.9354,0,null
23:59:29.304,1.019819,122.9353,0,null
23:59:30.305,-9.002188,124.7513,0,null
23:59:31.307,-18.40899,122.9357,0,null
23:59:32.309,-15.14949,122.9356,0,null
23:59:33.310,-18.19251,122.9357,0,null
23:59:34.312,-19.10112,122.9357,0,null
23:59:35.314,-9.387472,122.9357,0,null
23:59:36.315,-1.276265,122.9576,0,null
23:59:37.315,-10.79305,122.9355,0,null
23:59:38.316,-19.08757,122.9354,0,null
23:59:39.318,-14.58384,126.8644,0,null
23:59:40.318,-5.978447,122.9357,0,null
23:59:41.321,-14.89036,122.9357,0,null
23:59:42.322,-18.01219,125.2796,0,null
23:59:43.323,-8.015711,125.8709,0,null
23:59:44.324,1.170033,125.6308,0,null
23:59:45.326,-2.330029,122.9355,0,null
23:59:46.327,-8.572663,122.9355,0,null
23:59:47.327,-13.13766,122.9355,0,null
23:59:48.329,-17.97412,122.9355,0,null
23:59:49.330,-17.82124,126.6419,0,null
23:59:50.330,-8.013608,122.9356,0,null
23:59:51.333,-11.35505,122.9356,0,null
23:59:52.335,-15.68325,122.9356,0,null
23:59:53.337,-20.51475,122.9298,0,null
23:59:54.337,-14.6638,126.4286,0,null
23:59:55.339,-11.34036,122.9355,0,null
23:59:56.342,-15.9748,122.9356,0,null
23:59:57.343,-18.51435,125.1932,0,null
23:59:58.344,-14.50801,122.9356,0,null
23:59:59.346,-19.25712,124.5513,0,null
00:00:00.347,-14.10516,122.9355,0,null
00:00:01.347,-19.156,122.9355,0,null
00:00:02.347,-17.57251,107.5226,0,null
00:00:03.348,-11.12298,105.1843,0,null
00:00:04.350,-1.104814,104.9356,0,null
00:00:05.355,8.807769,102.9355,0,Key
00:00:06.355,3.912032,106.5473,0,Key
00:00:07.355,3.503026,91.9354,0,Key
00:00:08.357,9.066632,91.65387,0,Key
00:00:09.357,14.62603,89.93555,0,Key
00:00:10.359,16.31819,91.15012,0,Key
00:00:11.362,10.74854,89.93564,0,Key
00:00:12.363,5.485693,91.93546,0,null
00:00:13.365,2.392208,91.93555,0,null
00:00:14.368,0.5,95.42577,0,null
00:00:15.368,0.6193717,97.90389,0,null
00:00:16.368,0.5,102.9404,0,null
00:00:17.369,-2.636508,105.5001,0,null
00:00:18.370,1.047273,96.10537,0,null
00:00:19.373,0.5206078,95.16232,0,null
00:00:20.373,1.973571,91.93568,0,Key
00:00:21.375,0.9246488,98.06533,0,null
00:00:22.377,1.102908,104.4776,0,null
00:00:23.378,-0.07811814,104.9357,0,Key
00:00:24.382,-5.588838,104.9355,0,null
00:00:25.383,-10.93923,106.4038,0,Key
00:00:26.385,-16.50619,108.4552,0,Key
00:00:27.387,-18.87072,112.8076,0,null
00:00:28.387,-19.59809,111.9355,0,null
00:00:29.388,-23.73021,102.629,0,null
00:00:30.389,-29.31475,99.93567,0,null
00:00:31.392,-32.05014,91.12509,0,null
00:00:32.395,-30.083,86.28658,0,null
00:00:33.395,-31.75905,84.93546,0,null
00:00:34.395,-30.13203,89.57938,0,null
00:00:35.397,-30.13585,94.63345,0,null
00:00:36.399,-29.91633,100.2258,0,null
00:00:37.401,-28.75407,99.94337,0,null
00:00:38.402,-29.5,89.27241,0,null
00:00:39.404,-31.53323,89.00475,0,null
00:00:40.404,-30.88255,86.53269,0,Key
00:00:41.404,-29.73412,91.83729,0,null
00:00:42.405,-29.6137,97.90124,0,null
00:00:43.406,-26.23467,100.7818,0,Key
00:00:44.408,-21.5,102.7443,0,null
00:00:45.410,-18.78587,103.9354,0,Key
00:00:46.410,-15.98922,107.3101,0,Key
00:00:47.412,-18.85494,110.5931,0,Key
00:00:48.414,-20.82624,111.9356,0,Key
00:00:49.415,-26.38784,113.9689,0,Key
00:00:50.416,-31.94429,118.3834,0,Key
00:00:51.417,-37.50457,120.6642,0,Key
00:00:52.417,-43.06565,119.9355,0,Key
00:00:53.419,-48.62936,119.9355,0,Key
00:00:54.418,-54.18545,119.9355,0,Key
00:00:55.419,-59.74506,119.9355,0,Key
00:00:56.421,-61.20438,119.9355,0,null
00:00:57.424,1.159348,-0.5490289,0,null
00:00:58.426,1.159348,-0.5490289,0,null
00:00:59.428,1.846522,-0.5490291,0,null
00:01:00.429,2.556693,-0.549029,0,null
00:01:01.432,5.777888,-0.5490288,0,null
00:01:02.432,11.78299,0.9186682,0,null
00:01:03.436,7.738262,1.286622,0,null
00:01:04.437,11.35268,-0.5489151,0,_Box
00:01:05.439,16.82789,-0.5487583,0,_Box
00:01:06.441,17.30985,-0.548547,0,null
00:01:07.443,7.300873,-0.548547,0,null
00:01:08.444,-2.708343,-0.09149861,0,null
00:01:09.444,-12.71427,3.291466,0,null
00:01:10.447,-15.50588,8.09887,0,null
00:01:11.450,-19.68504,7.450981,0,null
00:01:12.452,-19.35308,7.450979,0,null
00:01:13.456,-14.89155,12.5,0,null
00:01:14.455,-10,13.47096,0,null
00:01:15.458,-15.45333,14.45144,0,null
00:01:16.460,-25.16747,17.18598,0,null
00:01:17.460,-33.12451,14.06425,0,null
00:01:18.462,-39.92622,14.97755,0,null
00:01:19.464,-40.9049,18.32035,0,_Box
00:01:20.464,-35.34587,10.451,0,_Box
00:01:21.466,-29.77952,11.40191,0,_Box
00:01:22.467,-30.10094,2.758981,0,null
00:01:23.469,-30.26972,4.061069,0,null
00:01:24.470,-36.24883,1.451201,0,null
00:01:25.473,-31.87377,-9.25071,0,null
00:01:26.475,-21.91052,-14.86873,0,_Pot
00:01:27.477,-13.5,-15.5074,0,null
00:01:28.477,-6.99234,-11.30132,0,null
00:01:29.478,-12.21309,-13.54887,0,_검
00:01:30.479,-17.92665,-16.54894,0,null
00:01:31.481,-23.3464,-16.54894,0,null
00:01:32.483,-30.92968,-15.06704,0,null
00:01:33.485,-30.96595,-8.441511,0,null
00:01:34.487,-29.5,-8.994095,0,null
00:01:35.488,-29.5,-11.99611,0,null
00:01:36.489,-25.96125,-13.74267,0,null
00:01:37.490,-15.95901,-16.54866,0,null
00:01:38.490,-21.56262,-16.54866,0,_Pot
00:01:39.492,-30.83978,-16.54904,0,_Pot
00:01:40.493,-32.89046,-8.680829,0,_검
00:01:41.495,-31.94777,-5.917436,0,_검
00:01:42.498,-35.51714,-8.534858,0,null
00:01:43.500,-38.27476,-8.549043,0,_검
00:01:44.499,-35.12966,-8.549045,0,_Pot
00:01:45.503,-39.19917,-3.461626,0,_Pot
00:01:46.504,-38.88311,2.37248,0,_Pot
00:01:47.505,-39.5,3.646151,0,null
00:01:48.507,-33.68061,4.667718,0,null
00:01:49.509,-39.13298,-2.698813,0,null
00:01:50.511,-37.40971,-8.26615,0,_검
00:01:51.513,-38.48508,-8.548906,0,null
00:01:52.515,-38.19712,-0.8111706,0,_Pot
00:01:53.517,-34.34206,4.029704,0,_Pot
00:01:54.518,-31.61437,1.451199,0,_Pot
00:01:55.521,-35.13927,1.451199,0,null
00:01:56.523,-33.10535,-8.597468,0,null
00:01:57.523,-23.09739,-12.74373,0,null
00:01:58.526,-15.73756,-16.54904,0,null
00:01:59.528,-25.27767,-16.54902,0,null
