Time,X,Y,Z,ItemId
23:42:25.738,-67.5,86,0,null
23:42:27.446,-67.5,84.93552,0,null
23:42:28.446,-58.81232,84.93555,0,null
23:42:29.448,-48.80092,84.93556,0,null
23:42:30.448,-38.79317,84.93555,0,null
23:42:31.450,-29.9333,89.71004,0,null
23:42:32.451,-29.85052,96.0648,0,null
23:42:33.453,-28.22263,100.598,0,null
23:42:34.453,-18.32302,106.2413,0,null
23:42:35.454,-11.10475,104.9354,0,null
23:42:36.455,-3.610469,104.9354,0,null
23:42:37.457,0.1273318,104.9354,0,null
23:42:38.459,-0.4341456,105.6584,0,null
23:42:39.461,5.475128,106.8788,0,null
23:42:40.462,6.958859,102.9356,0,Key
23:42:41.462,1.401024,99.60493,0,Key
23:42:42.462,1.233549,91.93546,0,null
23:42:43.464,6.128901,91.93544,0,Key
23:42:44.466,11.69827,89.93549,0,Key
23:42:45.466,17.25732,89.43035,0,Key
23:42:46.468,22.82239,87.9354,0,Key
23:42:47.469,26,95.21361,0,Key
23:42:48.470,26,104.2217,0,Key
23:42:49.471,26,113.2259,0,Key
23:42:50.472,22.88558,117.9606,0,Key
23:42:51.472,19.5,118.0649,0,null
23:42:52.474,20.35822,119.0881,0,null
23:42:53.474,20.09057,119.8373,0,null
23:42:54.475,19.74937,120.843,0,Key
23:42:55.476,14.27941,123.31,0,Key
23:42:56.477,8.717089,122.9356,0,Key
23:42:57.480,3.147557,122.9356,0,Key
23:42:58.481,-2.412606,122.9355,0,Key
23:42:59.481,-7.972721,122.9355,0,Key
23:43:00.482,-13.53013,122.9355,0,Key
23:43:01.484,-19.09512,122.9356,0,Key
23:43:02.486,-24.5,111.9357,0,null
23:43:03.486,-24.5,113.0538,0,null
23:43:04.488,-23.30989,111.9355,0,Key
23:43:05.489,-27.52791,116.3924,0,Key
23:43:06.490,-33.092,119.6627,0,Key
23:43:07.491,-38.65051,120.2457,0,Key
23:43:08.491,-44.20684,119.9356,0,Key
23:43:09.493,-49.77295,119.9356,0,Key
23:43:10.493,-55.32859,122.0309,0,Key
23:43:11.494,-61.3699,119.9355,0,null
23:43:12.496,1.479248,-0.5490447,0,null
23:43:13.497,8.418031,-0.5490447,0,null
23:43:14.498,14.63502,-0.5490447,0,_Box
23:43:15.498,20.19357,-0.5490448,0,_Box
23:43:16.499,19.4133,-7.548556,0,null
23:43:17.499,17.69821,-7.548556,0,_Box
23:43:18.502,12.13206,-9.548512,0,_Box
23:43:19.505,6.557734,-9.820348,0,_Box
23:43:20.508,9.317574,-16.54862,0,_Box
23:43:21.510,15.86777,-18.54897,0,null
23:43:22.512,25.87326,-14.99559,0,null
23:43:23.512,22.83347,-18.54901,0,null
23:43:24.513,12.82433,-16.22892,0,null
23:43:25.515,6.336057,-16.54865,0,null
23:43:26.518,-3.451679,-12.50484,0,null
23:43:27.521,-13.47258,-13.54884,0,null
23:43:28.523,-23.49846,-16.16637,0,null
23:43:29.526,-26.56961,-16.54877,0,null
