Time,X,Y,Z,ItemId
22:52:06.492,-70,85,0,null
22:52:08.180,-66.12897,84.93542,0,null
22:52:09.180,-56.12925,84.9354,0,null
22:52:10.181,-46.11944,84.93537,0,null
22:52:11.184,-36.09454,84.93532,0,null
22:52:12.184,-26.08862,87.93555,0,null
22:52:13.186,-24.43253,94.77239,0,null
22:52:14.186,-22.60574,101.6951,0,null
22:52:15.187,-15.75488,104.9374,0,null
22:52:16.187,-5.781929,104.9356,0,null
22:52:17.187,4.222854,108.3536,0,null
22:52:18.190,6.95961,102.9357,0,Key
22:52:19.190,5.598151,96.45851,0,null
22:52:20.196,4.924294,91.9355,0,Key
22:52:21.198,10.2554,89.93745,0,Key
22:52:22.199,15.81275,89.93541,0,Key
22:52:23.198,21.37102,87.93541,0,Key
22:52:24.200,26,93.02827,0,Key
22:52:25.202,26,102.0475,0,Key
22:52:26.203,26,111.0607,0,Key
22:52:27.205,24.5,116.6342,0,null
22:52:28.206,22.81672,117.9356,0,Key
22:52:29.207,17.77998,120.921,0,Key
22:52:30.209,12.21393,122.9354,0,Key
22:52:31.209,6.655161,122.9354,0,Key
22:52:32.210,1.096902,122.9355,0,Key
22:52:33.212,-4.472106,122.9354,0,Key
22:52:34.215,-10.04085,123.5742,0,Key
22:52:35.217,-15.60462,125.9405,0,Key
22:52:36.216,-21.1603,122.5476,0,Key
22:52:37.219,-26.7287,117.6659,0,Key
22:52:38.221,-29.10901,116.142,0,null
22:52:39.222,-28.58251,115.9354,0,Key
22:52:40.224,-31.67171,119.5929,0,Key
22:52:41.226,-37.24087,120.9627,0,Key
22:52:42.226,-42.7969,119.9356,0,Key
22:52:43.227,-48.35894,119.9356,0,Key
22:52:44.230,-53.92653,119.9356,0,Key
22:52:45.242,-59.55245,120.9645,0,null
22:52:46.243,1.159348,-0.5483195,0,null
22:52:47.244,1.159348,-0.5488399,0,null
