Time,X,Y,Z,ItemId
21:26:13.890,-67.5,86,0,null
21:26:15.833,-67.5,84.93549,0,null
21:26:16.841,-59.43742,84.93846,0,null
21:26:17.850,-49.35557,84.93698,0,null
21:26:18.853,-39.32467,84.93698,0,null
21:26:19.860,-29.5,88.9841,0,null
21:26:20.867,-29.54006,96.84955,0,null
21:26:21.876,-26.60282,99.93822,0,null
21:26:22.876,-16.61796,107.6402,0,null
21:26:23.877,-6.600301,104.9354,0,null
21:26:24.879,3.408593,108.7837,0,null
21:26:25.885,8.879761,102.9346,0,Key
21:26:26.892,10.39554,102.9345,0,null
21:26:27.894,9.43381,102.9345,0,Key
21:26:28.894,10.00948,102.9345,0,null
21:26:29.902,10.00957,102.9346,0,null
