Time,X,Y,Z,ItemId
23:41:14.682,-67.5,86,0,null
23:41:16.422,-67.5,84.93551,0,null
23:41:17.423,-61.94766,84.93552,0,null
23:41:18.422,-51.94559,84.93552,0,null
23:41:19.424,-41.93092,84.93551,0,null
23:41:20.426,-31.91697,84.9355,0,null
23:41:21.426,-31.4836,92.21797,0,null
23:41:22.428,-30.61946,90.32189,0,null
23:41:23.428,-30.03221,85.84515,0,null
23:41:24.429,-31.319,90.37389,0,null
23:41:25.432,-32.5,96.7649,0,null
23:41:26.434,-32.5,102.1635,0,null
23:41:27.438,-24.24663,100.3735,0,null
23:41:28.440,-15.23686,107.9164,0,null
23:41:29.440,-5.23088,104.9356,0,null
23:41:30.442,4.794007,105.3691,0,null
23:41:31.444,6.126505,102.9356,0,Key
23:41:32.447,6.13799,91.93552,0,Key
23:41:33.450,5.550259,91.93554,0,Key
23:41:34.450,11.10512,89.93552,0,Key
23:41:35.450,16.66261,92.55241,0,Key
23:41:36.452,22.23003,87.93547,0,Key
23:41:37.453,26,93.70995,0,Key
23:41:38.458,26,102.5133,0,Key
23:41:39.459,26,111.5315,0,Key
23:41:40.460,23.55333,118.7815,0,Key
23:41:41.460,19.58783,118.9065,0,Key
23:41:42.462,23.06653,117.9355,0,null
23:41:43.464,16.87921,120.5517,0,Key
23:41:44.466,11.31324,122.9356,0,Key
23:41:45.469,5.744153,122.9356,0,Key
23:41:46.470,0.179966,122.9356,0,Key
23:41:47.472,-5.38387,122.9356,0,Key
23:41:48.474,-10.95302,123.6109,0,Key
23:41:49.476,-16.51842,122.9355,0,Key
23:41:50.478,-22.08818,120.8226,0,Key
23:41:51.481,-27.56572,114.8116,0,null
23:41:52.483,-24.06286,111.972,0,null
23:41:53.484,-25.01648,115.5743,0,Key
23:41:54.487,-29.80867,116.5147,0,Key
23:41:55.488,-35.1048,118.0015,0,Key
23:41:56.488,-40.66339,119.9355,0,Key
23:41:57.489,-46.2278,119.9355,0,Key
23:41:58.491,-51.78673,119.9355,0,Key
23:41:59.493,-57.35724,119.9355,0,Key
23:42:00.494,-60.4042,119.9355,0,null
23:42:01.496,1.159345,-0.548901,0,null
23:42:02.498,1.159345,-0.548901,0,null
